               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.034677,            0.013857,            0.041925,              0.5495,             0.65408,             0.62666,             0.38623,            0.029964,           0.0085563,             0.03524,            0.008911,            0.008911,            0.008911
                  13,            0.033785,            0.014416,            0.038349,             0.61662,             0.69945,             0.70111,             0.45533,            0.028551,           0.0084993,            0.032455,            0.008812,            0.008812,            0.008812
                  14,             0.03347,            0.013545,            0.035348,             0.63698,             0.66941,              0.7145,             0.46525,            0.028267,           0.0084496,            0.028188,            0.008713,            0.008713,            0.008713
                  15,            0.033049,            0.013955,            0.033208,             0.60384,             0.65969,             0.70982,             0.46579,            0.027962,           0.0083837,            0.027768,            0.008614,            0.008614,            0.008614
                  16,            0.032593,            0.014044,            0.031419,             0.86341,             0.68139,             0.81991,             0.53406,            0.026766,           0.0082542,            0.024148,            0.008515,            0.008515,            0.008515
                  17,            0.032869,            0.013529,            0.030013,             0.86753,             0.71458,             0.82901,             0.55835,            0.029131,           0.0081418,            0.020717,            0.008416,            0.008416,            0.008416
                  18,             0.03234,            0.014119,            0.027889,             0.74312,             0.79495,             0.84921,             0.57944,            0.027103,           0.0082421,             0.02078,            0.008317,            0.008317,            0.008317
                  19,            0.031673,            0.012997,            0.025174,             0.72086,             0.76739,             0.81215,             0.55214,            0.027713,           0.0084831,            0.022789,            0.008218,            0.008218,            0.008218
                  20,            0.031164,            0.013446,            0.025395,             0.84348,             0.80296,             0.88168,             0.60602,            0.026064,           0.0080706,            0.017022,            0.008119,            0.008119,            0.008119
                  21,            0.031779,            0.012933,            0.022559,             0.85075,              0.8015,             0.88854,             0.59541,            0.028181,           0.0081079,            0.016693,             0.00802,             0.00802,             0.00802
                  22,             0.03141,            0.013134,            0.021419,             0.89086,             0.79916,             0.88262,             0.59751,            0.028685,           0.0083867,            0.017098,            0.007921,            0.007921,            0.007921
                  23,            0.030028,            0.012834,            0.020727,             0.90166,             0.85437,             0.93185,             0.65714,            0.025802,           0.0076028,            0.013701,            0.007822,            0.007822,            0.007822
                  24,            0.028818,            0.012558,             0.01968,             0.90514,             0.86465,             0.93986,             0.66516,            0.025332,           0.0075622,            0.012088,            0.007723,            0.007723,            0.007723
                  25,            0.029435,             0.01285,            0.018555,             0.89222,             0.86599,             0.93666,             0.65342,            0.026121,           0.0079481,            0.012584,            0.007624,            0.007624,            0.007624
                  26,            0.030223,             0.01279,            0.018147,             0.90154,             0.87122,              0.9457,             0.66816,            0.025343,           0.0076557,            0.011403,            0.007525,            0.007525,            0.007525
                  27,            0.029924,            0.013275,            0.017382,             0.91768,             0.86991,             0.95174,             0.67778,            0.025003,           0.0077447,            0.011735,            0.007426,            0.007426,            0.007426
                  28,            0.029311,            0.013324,            0.016107,             0.92271,             0.89024,             0.96177,             0.70181,            0.023683,           0.0075127,           0.0098324,            0.007327,            0.007327,            0.007327
                  29,            0.029033,            0.012504,            0.015622,             0.94189,             0.91917,             0.97253,             0.69668,            0.023999,           0.0075573,           0.0086545,            0.007228,            0.007228,            0.007228
                  30,            0.028785,            0.012937,            0.015998,             0.93265,             0.91225,             0.97263,             0.71479,            0.023613,           0.0071976,           0.0083364,            0.007129,            0.007129,            0.007129
                  31,            0.028379,            0.012526,            0.014773,             0.95606,             0.92292,             0.97819,             0.70712,            0.024235,           0.0072249,           0.0075585,             0.00703,             0.00703,             0.00703
                  32,            0.027687,            0.011919,            0.015501,             0.94079,             0.89581,             0.96965,             0.71252,            0.023149,           0.0073737,           0.0089515,            0.006931,            0.006931,            0.006931
                  33,            0.027506,            0.012519,            0.015291,             0.94385,             0.94655,             0.98168,             0.72615,             0.02242,           0.0073092,           0.0063967,            0.006832,            0.006832,            0.006832
                  34,            0.027222,            0.012186,            0.013743,             0.93867,             0.92333,             0.97668,             0.72778,            0.022818,           0.0071667,           0.0075221,            0.006733,            0.006733,            0.006733
                  35,            0.027674,            0.012281,            0.012405,             0.96188,             0.94431,             0.98326,             0.71473,            0.022919,           0.0070589,           0.0057775,            0.006634,            0.006634,            0.006634
                  36,            0.027381,            0.012517,            0.012286,             0.96568,             0.95445,             0.98578,             0.73715,            0.022779,           0.0068723,           0.0049313,            0.006535,            0.006535,            0.006535
                  37,            0.027224,            0.011924,            0.011026,             0.96173,             0.94442,             0.98435,             0.73285,            0.022967,           0.0068104,           0.0055278,            0.006436,            0.006436,            0.006436
                  38,            0.025719,            0.011762,             0.01207,             0.96463,              0.9429,             0.98398,             0.74218,            0.022228,           0.0068726,           0.0047363,            0.006337,            0.006337,            0.006337
                  39,            0.027191,            0.012177,            0.012311,             0.95139,              0.9461,             0.98155,             0.73906,            0.022146,           0.0069325,           0.0054172,            0.006238,            0.006238,            0.006238
                  40,            0.026673,            0.011933,            0.011272,             0.96212,             0.94686,              0.9858,             0.74752,            0.021722,           0.0068339,           0.0053109,            0.006139,            0.006139,            0.006139
                  41,            0.026143,            0.011834,            0.010396,              0.9663,             0.96271,             0.98538,             0.75737,            0.020565,           0.0065989,           0.0043867,             0.00604,             0.00604,             0.00604
                  42,            0.026203,            0.011925,            0.010739,             0.95787,             0.95722,             0.98771,             0.76134,              0.0206,           0.0065808,           0.0045138,            0.005941,            0.005941,            0.005941
                  43,             0.02537,            0.011855,            0.010269,             0.96596,             0.95216,             0.98962,             0.75901,            0.019934,           0.0066518,           0.0044063,            0.005842,            0.005842,            0.005842
                  44,             0.02552,            0.011407,             0.01063,             0.97595,             0.96627,             0.99046,             0.77142,             0.01958,           0.0064832,            0.004159,            0.005743,            0.005743,            0.005743
                  45,            0.024904,            0.011568,            0.010659,             0.97537,             0.96981,             0.99131,             0.76922,              0.0199,           0.0064702,           0.0032019,            0.005644,            0.005644,            0.005644
                  46,            0.025003,            0.011337,           0.0093036,             0.97424,             0.96134,             0.98961,             0.76632,            0.019937,           0.0064696,           0.0031586,            0.005545,            0.005545,            0.005545
                  47,             0.02437,            0.011545,           0.0091686,             0.97889,             0.96834,             0.99288,             0.79627,            0.018491,           0.0062044,           0.0036926,            0.005446,            0.005446,            0.005446
                  48,             0.02425,            0.011017,           0.0085767,             0.97606,             0.97705,             0.99197,             0.78322,            0.019036,           0.0062345,           0.0038715,            0.005347,            0.005347,            0.005347
                  49,            0.024179,            0.011228,           0.0088227,             0.97739,             0.97699,             0.99332,             0.76779,            0.019834,            0.006362,           0.0029159,            0.005248,            0.005248,            0.005248
                  50,            0.024327,            0.011021,           0.0083849,             0.97951,              0.9792,             0.99247,             0.79653,            0.018493,           0.0061914,           0.0031811,            0.005149,            0.005149,            0.005149
                  51,            0.023686,            0.010976,           0.0089694,             0.98075,             0.98282,             0.99314,             0.78155,             0.01879,           0.0060206,           0.0028588,             0.00505,             0.00505,             0.00505
                  52,            0.023464,            0.010854,           0.0090074,             0.97851,             0.98357,             0.99345,             0.78857,            0.019188,           0.0060244,           0.0028881,            0.004951,            0.004951,            0.004951
                  53,            0.023386,            0.010823,           0.0074849,             0.98283,             0.98431,             0.99335,             0.79653,            0.018584,           0.0059211,           0.0030931,            0.004852,            0.004852,            0.004852
                  54,            0.022765,            0.010828,           0.0072431,             0.98319,             0.98759,             0.99415,             0.81033,            0.017512,           0.0057733,           0.0025051,            0.004753,            0.004753,            0.004753
                  55,            0.022912,             0.01069,           0.0073159,             0.98716,             0.98617,             0.99409,             0.81885,            0.017921,           0.0058533,           0.0024991,            0.004654,            0.004654,            0.004654
                  56,            0.022349,             0.01035,           0.0064885,             0.98583,             0.98444,              0.9943,             0.80465,            0.018015,           0.0057867,           0.0021656,            0.004555,            0.004555,            0.004555
                  57,            0.022442,            0.010374,           0.0068961,             0.98337,             0.98255,             0.99345,             0.80404,            0.017556,           0.0057822,           0.0027083,            0.004456,            0.004456,            0.004456
                  58,            0.022918,            0.010651,           0.0067486,             0.98421,             0.98335,             0.99365,             0.80555,            0.017757,           0.0057692,             0.00217,            0.004357,            0.004357,            0.004357
                  59,            0.021942,             0.01047,           0.0062292,             0.98574,             0.98933,             0.99387,             0.83055,            0.016054,           0.0054684,           0.0021292,            0.004258,            0.004258,            0.004258
                  60,            0.021899,           0.0098323,           0.0060497,             0.97353,                0.99,             0.99375,             0.82992,            0.016121,           0.0054229,           0.0024294,            0.004159,            0.004159,            0.004159
                  61,            0.020885,            0.010155,           0.0069791,             0.98535,             0.98828,             0.99446,             0.82952,            0.016245,           0.0055375,           0.0020321,             0.00406,             0.00406,             0.00406
                  62,            0.020706,           0.0099842,           0.0063812,             0.98927,             0.98714,             0.99458,             0.83286,            0.015702,           0.0054752,           0.0018803,            0.003961,            0.003961,            0.003961
                  63,            0.021231,           0.0099755,            0.006812,             0.99052,              0.9868,             0.99454,             0.82185,            0.016199,           0.0055736,           0.0022352,            0.003862,            0.003862,            0.003862
                  64,            0.020839,           0.0098352,           0.0063061,             0.98424,             0.98756,             0.99382,             0.82134,            0.016529,           0.0055163,            0.002267,            0.003763,            0.003763,            0.003763
                  65,            0.021021,            0.010018,           0.0060159,             0.98385,             0.98655,             0.99413,             0.83058,            0.015602,           0.0054147,           0.0021125,            0.003664,            0.003664,            0.003664
                  66,            0.019907,            0.010051,           0.0059557,             0.98783,             0.98844,             0.99407,             0.84254,            0.015282,           0.0053355,            0.002077,            0.003565,            0.003565,            0.003565
                  67,            0.020384,           0.0094924,           0.0060007,             0.99357,             0.98703,              0.9944,             0.84297,            0.015044,           0.0052303,           0.0018562,            0.003466,            0.003466,            0.003466
                  68,            0.019603,           0.0095122,           0.0052015,             0.98644,             0.98867,             0.99415,             0.85393,            0.014396,           0.0051157,            0.001906,            0.003367,            0.003367,            0.003367
                  69,            0.019503,           0.0091778,             0.00499,                0.99,             0.98858,             0.99436,             0.84566,            0.014492,           0.0050388,           0.0016248,            0.003268,            0.003268,            0.003268
                  70,            0.019337,            0.009565,           0.0060924,             0.99223,             0.98822,              0.9948,             0.84691,            0.015068,           0.0050458,           0.0017736,            0.003169,            0.003169,            0.003169
                  71,            0.019045,           0.0092827,           0.0046375,             0.99124,             0.99208,             0.99491,             0.86273,            0.013854,            0.004947,           0.0015843,             0.00307,             0.00307,             0.00307
                  72,             0.01936,           0.0093085,           0.0053747,             0.99392,             0.99122,             0.99487,             0.86451,            0.013677,           0.0049306,           0.0015176,            0.002971,            0.002971,            0.002971
                  73,            0.018983,           0.0093202,           0.0051337,             0.99418,             0.99223,             0.99488,             0.86382,            0.013651,            0.004879,           0.0015211,            0.002872,            0.002872,            0.002872
                  74,            0.018828,           0.0090787,           0.0054607,             0.99295,             0.99259,             0.99488,             0.86695,            0.013339,           0.0048317,           0.0014404,            0.002773,            0.002773,            0.002773
                  75,            0.018166,           0.0091512,           0.0049587,             0.99276,             0.99259,             0.99484,             0.86341,            0.013302,           0.0048691,           0.0014517,            0.002674,            0.002674,            0.002674
                  76,            0.018243,           0.0091563,           0.0048092,             0.99064,             0.99657,             0.99491,             0.86992,             0.01323,           0.0047543,           0.0013525,            0.002575,            0.002575,            0.002575
                  77,            0.018388,           0.0093761,           0.0048419,             0.99438,              0.9937,             0.99488,             0.87846,            0.012695,           0.0046838,           0.0012747,            0.002476,            0.002476,            0.002476
                  78,            0.017784,            0.008724,           0.0045279,             0.99339,             0.99331,             0.99482,             0.87739,             0.01257,           0.0046389,           0.0012415,            0.002377,            0.002377,            0.002377
                  79,            0.017294,           0.0083804,           0.0041441,              0.9907,             0.99588,             0.99489,             0.87198,            0.012473,           0.0046592,           0.0012203,            0.002278,            0.002278,            0.002278
                  80,            0.017049,           0.0084575,           0.0037419,             0.99272,             0.99352,             0.99492,             0.87863,            0.012483,            0.004566,             0.00126,            0.002179,            0.002179,            0.002179
                  81,            0.016691,            0.008746,           0.0032686,              0.9943,             0.99305,             0.99489,             0.88491,            0.012098,            0.004535,           0.0011705,             0.00208,             0.00208,             0.00208
                  82,            0.016604,           0.0084409,           0.0032285,             0.99362,             0.99497,             0.99489,             0.88452,            0.012467,           0.0046004,           0.0010653,            0.001981,            0.001981,            0.001981
                  83,            0.016353,           0.0081267,           0.0036038,             0.99559,             0.99312,             0.99493,             0.88702,            0.012204,           0.0044899,           0.0010397,            0.001882,            0.001882,            0.001882
                  84,            0.016294,            0.008238,            0.003854,              0.9933,             0.99584,             0.99489,             0.89075,            0.011666,           0.0044167,           0.0010978,            0.001783,            0.001783,            0.001783
                  85,            0.016256,           0.0083388,           0.0032035,             0.99394,              0.9962,             0.99487,             0.89124,            0.011625,           0.0044382,           0.0011271,            0.001684,            0.001684,            0.001684
                  86,            0.015946,           0.0084059,           0.0035957,             0.99386,             0.99491,             0.99484,             0.89215,             0.01156,           0.0043823,           0.0010068,            0.001585,            0.001585,            0.001585
                  87,            0.015736,           0.0080326,           0.0035135,             0.99446,             0.99527,             0.99483,             0.89347,            0.011216,           0.0042958,          0.00098892,            0.001486,            0.001486,            0.001486
                  88,            0.015723,           0.0082143,           0.0033943,             0.99296,             0.99459,             0.99489,             0.89648,            0.011006,           0.0042622,          0.00096571,            0.001387,            0.001387,            0.001387
                  89,            0.015112,           0.0078361,           0.0039125,             0.99353,             0.99447,              0.9949,             0.90261,            0.010872,           0.0042163,          0.00092827,            0.001288,            0.001288,            0.001288
                  90,            0.015374,           0.0079383,           0.0033877,             0.99452,             0.99657,             0.99494,             0.90507,            0.010764,           0.0042078,          0.00088708,            0.001189,            0.001189,            0.001189
                  91,            0.015313,           0.0080851,           0.0034689,             0.99315,             0.99593,             0.99492,             0.90663,            0.010714,           0.0041777,          0.00087995,             0.00109,             0.00109,             0.00109
                  92,             0.01523,           0.0079763,           0.0031791,             0.99178,             0.99723,             0.99491,             0.90474,            0.010612,           0.0041395,          0.00086593,            0.000991,            0.000991,            0.000991
                  93,             0.01471,           0.0077638,            0.002887,             0.99312,             0.99766,             0.99492,             0.90745,            0.010305,           0.0041006,          0.00086149,            0.000892,            0.000892,            0.000892
                  94,            0.014849,           0.0079844,           0.0032594,             0.99419,             0.99585,             0.99497,             0.91071,            0.010413,           0.0041123,          0.00081025,            0.000793,            0.000793,            0.000793
                  95,             0.01451,           0.0077431,           0.0030015,             0.99459,             0.99512,             0.99498,             0.91527,            0.010223,            0.004053,           0.0007805,            0.000694,            0.000694,            0.000694
                  96,            0.014603,           0.0075934,            0.003091,             0.99309,             0.99612,             0.99495,             0.91623,            0.010058,           0.0040083,          0.00074339,            0.000595,            0.000595,            0.000595
                  97,            0.013778,           0.0076911,           0.0029697,             0.99383,             0.99543,             0.99497,             0.91594,            0.010089,           0.0039781,          0.00072087,            0.000496,            0.000496,            0.000496
                  98,            0.013325,           0.0073726,           0.0029711,             0.99241,             0.99684,             0.99496,             0.91895,           0.0098717,             0.00394,           0.0007094,            0.000397,            0.000397,            0.000397
                  99,            0.013588,            0.007735,           0.0032232,             0.99178,             0.99828,             0.99496,             0.91875,           0.0097721,           0.0039508,           0.0007008,            0.000298,            0.000298,            0.000298
