               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.030273,            0.013307,             0.01683,             0.91337,             0.91083,              0.9576,             0.65539,            0.026007,           0.0077548,            0.010853,            0.009406,            0.009406,            0.009406
                  32,            0.030414,            0.012656,             0.01715,             0.90817,             0.86826,             0.94519,             0.66398,             0.02551,           0.0081543,            0.012503,           0.0093862,           0.0093862,           0.0093862
                  33,            0.029965,            0.013331,            0.017007,             0.89693,             0.83505,              0.9334,             0.64942,            0.026061,           0.0081007,            0.011568,           0.0093664,           0.0093664,           0.0093664
                  34,            0.029244,            0.012965,            0.015834,             0.92511,             0.92462,             0.97339,             0.70431,            0.024391,           0.0074622,           0.0089451,           0.0093466,           0.0093466,           0.0093466
                  35,             0.02967,            0.013326,            0.014492,             0.93049,             0.92411,             0.97103,             0.68269,            0.024626,           0.0078318,           0.0079849,           0.0093268,           0.0093268,           0.0093268
                  36,             0.02996,            0.013516,             0.01399,             0.93111,             0.91576,             0.96982,             0.68531,            0.025805,           0.0077776,           0.0079924,            0.009307,            0.009307,            0.009307
                  37,            0.029357,            0.013132,            0.013681,             0.89407,             0.88694,             0.94556,             0.68025,            0.024051,           0.0077577,            0.010086,           0.0092872,           0.0092872,           0.0092872
                  38,            0.028913,            0.012924,            0.015396,             0.92954,               0.904,             0.96849,             0.67903,            0.025493,           0.0081441,           0.0072877,           0.0092674,           0.0092674,           0.0092674
                  39,            0.030466,            0.013444,            0.015209,              0.9382,             0.90563,             0.97105,             0.71704,            0.024872,           0.0076211,           0.0073898,           0.0092476,           0.0092476,           0.0092476
                  40,            0.029563,            0.012942,            0.013254,             0.94542,             0.93017,              0.9807,             0.72075,            0.022933,           0.0074527,           0.0061104,           0.0092278,           0.0092278,           0.0092278
                  41,            0.029352,            0.013175,            0.013578,             0.93254,             0.90567,             0.96341,             0.70476,            0.023747,            0.007601,           0.0077198,            0.009208,            0.009208,            0.009208
                  42,             0.02911,            0.013163,            0.014047,             0.94496,             0.92613,             0.97967,             0.71906,            0.024009,           0.0074419,           0.0064486,           0.0091882,           0.0091882,           0.0091882
                  43,            0.028869,            0.013047,            0.012837,             0.93517,             0.89907,             0.96725,             0.68658,            0.024298,           0.0077055,           0.0080103,           0.0091684,           0.0091684,           0.0091684
                  44,            0.029341,            0.012737,            0.012754,             0.95821,             0.93384,             0.98023,             0.70983,            0.022744,            0.007414,           0.0053943,           0.0091486,           0.0091486,           0.0091486
                  45,            0.029074,            0.012944,            0.012687,             0.94468,             0.94989,             0.98159,             0.71308,            0.023354,           0.0075867,           0.0047749,           0.0091288,           0.0091288,           0.0091288
                  46,            0.029091,            0.012747,            0.011779,             0.96812,             0.94387,             0.98483,             0.74321,            0.022399,           0.0074019,           0.0046933,            0.009109,            0.009109,            0.009109
                  47,            0.027975,            0.012885,             0.01133,             0.96474,             0.95206,             0.98473,             0.72971,            0.021921,           0.0070601,           0.0051734,           0.0090892,           0.0090892,           0.0090892
                  48,            0.028629,            0.012232,             0.01106,             0.91967,             0.90489,             0.96578,             0.70517,            0.023188,           0.0073014,           0.0064976,           0.0090694,           0.0090694,           0.0090694
                  49,              0.0275,            0.012582,            0.011051,             0.94652,             0.94563,             0.98178,                0.73,            0.022495,           0.0072201,           0.0044799,           0.0090496,           0.0090496,           0.0090496
                  50,            0.028037,            0.012273,              0.0106,             0.94909,             0.93718,              0.9826,              0.7367,            0.021849,           0.0070752,           0.0058381,           0.0090298,           0.0090298,           0.0090298
                  51,            0.027813,            0.012396,            0.011337,             0.96632,             0.95696,             0.98698,               0.743,            0.021987,           0.0070039,           0.0037798,             0.00901,             0.00901,             0.00901
                  52,            0.027401,            0.012334,             0.01137,             0.94532,             0.94296,              0.9804,             0.72009,            0.023046,           0.0075086,           0.0044146,           0.0089902,           0.0089902,           0.0089902
                  53,            0.027561,            0.012315,            0.010818,             0.96793,             0.95796,             0.98706,             0.75275,            0.021983,           0.0069873,           0.0043239,           0.0089704,           0.0089704,           0.0089704
                  54,            0.027609,            0.012462,            0.010256,             0.96972,             0.95237,             0.98632,             0.73925,            0.021838,           0.0071408,           0.0041834,           0.0089506,           0.0089506,           0.0089506
                  55,            0.026973,            0.012388,            0.010337,             0.96531,             0.94185,             0.98628,             0.75057,            0.021701,           0.0070991,           0.0045982,           0.0089308,           0.0089308,           0.0089308
                  56,            0.026379,            0.012063,           0.0096513,             0.96502,             0.96662,             0.98893,             0.74482,            0.021913,           0.0069553,           0.0040426,            0.008911,            0.008911,            0.008911
                  57,            0.026742,            0.011974,             0.01074,             0.96106,             0.95955,             0.98623,             0.74353,            0.021826,           0.0070005,           0.0038463,           0.0088912,           0.0088912,           0.0088912
                  58,             0.02776,            0.012324,           0.0098514,             0.96626,             0.96744,             0.99008,             0.76675,            0.020963,           0.0070262,           0.0033482,           0.0088714,           0.0088714,           0.0088714
                  59,            0.026674,            0.012247,           0.0097845,             0.96839,             0.97516,             0.99113,             0.75521,             0.02107,           0.0068227,           0.0040092,           0.0088516,           0.0088516,           0.0088516
                  60,            0.026519,             0.01179,           0.0095751,             0.97818,             0.97238,             0.99036,             0.76268,            0.020806,           0.0067672,           0.0036947,           0.0088318,           0.0088318,           0.0088318
                  61,            0.025939,            0.011812,           0.0099075,              0.9658,             0.96278,             0.98915,             0.76195,            0.020408,           0.0067405,           0.0038177,            0.008812,            0.008812,            0.008812
                  62,            0.025952,             0.01179,            0.009023,             0.94801,             0.96059,             0.98535,             0.74741,            0.021347,           0.0071021,            0.003908,           0.0087922,           0.0087922,           0.0087922
                  63,            0.027258,            0.011957,           0.0094238,             0.97156,              0.9726,              0.9921,             0.74245,             0.02141,           0.0068125,           0.0033711,           0.0087724,           0.0087724,           0.0087724
                  64,            0.026478,            0.011727,           0.0090011,             0.96999,             0.97371,             0.99031,             0.75916,            0.020203,           0.0066119,           0.0031762,           0.0087526,           0.0087526,           0.0087526
                  65,            0.025953,            0.011773,           0.0088107,             0.97784,             0.97604,             0.99174,             0.76407,            0.020764,           0.0064954,           0.0031899,           0.0087328,           0.0087328,           0.0087328
                  66,            0.025588,            0.011942,           0.0088643,              0.9743,             0.96932,             0.99081,              0.7707,            0.020099,            0.006697,           0.0033026,            0.008713,            0.008713,            0.008713
                  67,            0.025546,            0.011318,           0.0085563,              0.9739,             0.98403,             0.99325,             0.77783,            0.019539,           0.0064082,           0.0026433,           0.0086932,           0.0086932,           0.0086932
                  68,            0.024906,            0.011411,           0.0085104,              0.9766,             0.97698,             0.99361,             0.78074,            0.019462,           0.0064693,           0.0028808,           0.0086734,           0.0086734,           0.0086734
                  69,            0.025037,             0.01114,           0.0079512,             0.96741,              0.9842,             0.99241,              0.7826,            0.018813,           0.0063948,           0.0031795,           0.0086536,           0.0086536,           0.0086536
                  70,            0.025514,            0.011647,           0.0090323,              0.9569,             0.96663,             0.98976,             0.75838,            0.020065,           0.0067463,           0.0033011,           0.0086338,           0.0086338,           0.0086338
                  71,            0.024778,            0.011505,           0.0083172,              0.9685,             0.97896,             0.99301,             0.79004,            0.018518,           0.0064597,            0.002967,            0.008614,            0.008614,            0.008614
                  72,            0.025228,            0.011419,           0.0093015,             0.97052,             0.96895,              0.9909,             0.77411,            0.019517,            0.006499,           0.0037551,           0.0085942,           0.0085942,           0.0085942
                  73,            0.025063,            0.011586,           0.0082229,             0.97908,             0.98518,             0.99364,             0.78898,             0.01848,           0.0062418,            0.002294,           0.0085744,           0.0085744,           0.0085744
                  74,             0.02526,             0.01139,           0.0083918,             0.98186,             0.98016,             0.99357,             0.77769,            0.019051,           0.0063804,           0.0027068,           0.0085546,           0.0085546,           0.0085546
                  75,            0.024961,             0.01128,           0.0083471,              0.9781,             0.97218,             0.99174,             0.77721,            0.018829,           0.0062987,           0.0027213,           0.0085348,           0.0085348,           0.0085348
                  76,            0.025096,            0.011368,           0.0085203,             0.98029,             0.97916,             0.99324,              0.7863,             0.01908,           0.0063052,           0.0025672,            0.008515,            0.008515,            0.008515
                  77,            0.024594,            0.011612,           0.0084287,             0.98094,             0.97855,             0.99299,             0.80122,            0.017829,           0.0062092,           0.0022975,           0.0084952,           0.0084952,           0.0084952
                  78,            0.024718,             0.01103,           0.0076093,             0.97025,             0.97805,             0.99285,             0.78614,            0.018921,           0.0063013,           0.0027821,           0.0084754,           0.0084754,           0.0084754
                  79,            0.024144,            0.010555,           0.0073329,             0.97946,             0.97975,             0.99266,              0.7895,            0.018578,           0.0062558,           0.0030522,           0.0084556,           0.0084556,           0.0084556
                  80,            0.024272,             0.01106,           0.0079641,             0.98536,                0.98,             0.99387,              0.8065,            0.017936,            0.006121,           0.0028104,           0.0084358,           0.0084358,           0.0084358
                  81,            0.023774,            0.011406,           0.0072024,             0.98006,             0.98506,             0.99335,             0.79477,            0.018091,           0.0062325,           0.0023437,            0.008416,            0.008416,            0.008416
                  82,             0.02469,             0.01093,           0.0065195,              0.9848,             0.98535,             0.99305,             0.80902,            0.017078,           0.0060324,           0.0022031,           0.0083962,           0.0083962,           0.0083962
                  83,            0.023171,            0.010457,           0.0076926,             0.98536,             0.98854,             0.99413,             0.81271,            0.017233,           0.0057927,           0.0021736,           0.0083764,           0.0083764,           0.0083764
                  84,            0.024037,            0.010699,            0.007445,             0.98466,             0.98643,             0.99409,             0.79827,            0.017132,           0.0059421,           0.0022824,           0.0083566,           0.0083566,           0.0083566
                  85,            0.023767,            0.011034,           0.0069257,             0.98378,             0.97973,             0.99237,             0.80717,            0.017427,           0.0060271,           0.0023949,           0.0083368,           0.0083368,           0.0083368
                  86,            0.023017,             0.01084,           0.0071966,             0.96859,             0.97169,             0.98958,             0.80302,            0.017192,           0.0060564,           0.0028384,            0.008317,            0.008317,            0.008317
                  87,            0.023395,            0.010715,           0.0069952,             0.98401,             0.98947,             0.99346,             0.80924,            0.017107,           0.0061497,           0.0024415,           0.0082972,           0.0082972,           0.0082972
                  88,            0.023759,            0.010957,           0.0076816,             0.97807,             0.98501,             0.99361,             0.78867,            0.019342,           0.0060157,           0.0029615,           0.0082774,           0.0082774,           0.0082774
                  89,             0.02347,            0.010752,           0.0077701,             0.98456,             0.98499,               0.994,              0.8179,            0.017118,           0.0060165,           0.0024471,           0.0082576,           0.0082576,           0.0082576
                  90,            0.022955,            0.010665,             0.00693,             0.98599,             0.98452,             0.99371,             0.80661,            0.017268,            0.006044,           0.0021909,           0.0082378,           0.0082378,           0.0082378
                  91,            0.023332,            0.010781,           0.0077645,              0.9893,             0.98536,             0.99417,              0.8203,            0.016551,            0.005734,           0.0022243,            0.008218,            0.008218,            0.008218
                  92,            0.023143,            0.010793,           0.0066758,             0.98595,             0.98607,              0.9938,             0.81726,            0.016274,           0.0058573,           0.0022396,           0.0081982,           0.0081982,           0.0081982
                  93,            0.023113,            0.010787,           0.0061259,              0.9871,             0.98319,             0.99436,             0.82451,            0.016026,           0.0058753,           0.0021172,           0.0081784,           0.0081784,           0.0081784
                  94,            0.022848,            0.010732,           0.0075539,             0.99037,             0.98505,             0.99396,             0.81628,             0.01681,           0.0059978,           0.0022823,           0.0081586,           0.0081586,           0.0081586
                  95,            0.023592,            0.010562,           0.0075524,             0.98045,             0.98419,             0.99376,              0.8096,            0.017403,              0.0059,           0.0021546,           0.0081388,           0.0081388,           0.0081388
                  96,            0.023249,            0.010395,           0.0069238,             0.99021,             0.98424,             0.99448,             0.81828,            0.016862,           0.0058403,           0.0019698,            0.008119,            0.008119,            0.008119
                  97,            0.023515,            0.010869,           0.0066308,             0.98222,              0.9884,             0.99448,             0.82584,            0.016647,           0.0058078,           0.0021399,           0.0080992,           0.0080992,           0.0080992
                  98,            0.022587,            0.010362,           0.0060834,             0.97144,              0.9693,             0.98867,             0.80789,            0.016943,           0.0059107,           0.0027487,           0.0080794,           0.0080794,           0.0080794
                  99,            0.022594,            0.010665,           0.0069259,             0.98694,             0.99048,             0.99402,              0.8278,            0.016732,           0.0058165,           0.0021801,           0.0080596,           0.0080596,           0.0080596
                 100,            0.022536,            0.010687,           0.0068166,             0.98663,             0.98489,             0.99247,             0.82247,            0.016897,           0.0059233,           0.0026295,           0.0080398,           0.0080398,           0.0080398
                 101,            0.022288,            0.010501,           0.0071592,             0.98754,             0.98765,             0.99438,             0.82572,            0.016604,            0.005644,           0.0019174,             0.00802,             0.00802,             0.00802
                 102,            0.021659,              0.0103,           0.0064514,             0.98842,             0.98852,             0.99401,             0.82127,            0.016439,           0.0058135,           0.0018046,           0.0080002,           0.0080002,           0.0080002
                 103,            0.022529,            0.010666,           0.0065441,             0.98407,             0.99191,             0.99442,             0.84205,             0.01589,           0.0055652,           0.0019059,           0.0079804,           0.0079804,           0.0079804
                 104,            0.021843,            0.010202,           0.0060923,               0.991,             0.99214,             0.99342,             0.81794,            0.016588,           0.0055908,           0.0019436,           0.0079606,           0.0079606,           0.0079606
                 105,            0.022819,            0.010335,           0.0057096,             0.99001,             0.98761,             0.99416,             0.83213,            0.015432,           0.0055483,           0.0019787,           0.0079408,           0.0079408,           0.0079408
                 106,            0.022004,            0.010636,           0.0058783,             0.98426,              0.9861,             0.99273,             0.83814,            0.015608,           0.0055354,           0.0022929,            0.007921,            0.007921,            0.007921
                 107,            0.021057,           0.0097255,           0.0056719,             0.98761,             0.98821,             0.99339,             0.83335,            0.014988,           0.0054437,           0.0018768,           0.0079012,           0.0079012,           0.0079012
                 108,            0.021988,            0.010351,           0.0059028,             0.99339,             0.99219,             0.99481,             0.84299,            0.015334,            0.005505,           0.0018194,           0.0078814,           0.0078814,           0.0078814
                 109,            0.021955,            0.010082,           0.0058722,             0.96624,             0.95908,             0.98785,             0.80919,            0.016506,           0.0057984,           0.0034864,           0.0078616,           0.0078616,           0.0078616
                 110,             0.02149,           0.0099647,            0.006176,             0.98978,             0.99118,              0.9947,             0.84093,            0.015329,           0.0054467,           0.0021111,           0.0078418,           0.0078418,           0.0078418
                 111,            0.021454,            0.010183,           0.0060235,             0.99268,             0.99391,             0.99486,             0.84655,            0.014985,           0.0054264,           0.0018152,            0.007822,            0.007822,            0.007822
                 112,            0.022066,            0.010247,           0.0061174,             0.99239,             0.99349,             0.99471,             0.83784,            0.015023,           0.0054611,           0.0018439,           0.0078022,           0.0078022,           0.0078022
                 113,            0.021381,            0.010328,           0.0057951,             0.99158,             0.99233,              0.9948,              0.8491,            0.015237,           0.0052743,           0.0018104,           0.0077824,           0.0077824,           0.0077824
                 114,            0.021747,            0.010092,           0.0052335,             0.99049,             0.99225,             0.99465,             0.84692,            0.014859,           0.0052765,           0.0019128,           0.0077626,           0.0077626,           0.0077626
                 115,            0.021281,            0.010163,           0.0055887,             0.99317,             0.99658,             0.99485,             0.84879,            0.014319,           0.0052095,           0.0016279,           0.0077428,           0.0077428,           0.0077428
                 116,            0.021146,           0.0099223,           0.0060842,             0.99141,             0.99512,             0.99477,             0.85091,            0.015273,           0.0052969,           0.0017406,            0.007723,            0.007723,            0.007723
                 117,            0.021205,           0.0095722,           0.0056944,             0.99033,             0.99315,             0.99381,             0.84421,            0.015286,           0.0052584,           0.0017638,           0.0077032,           0.0077032,           0.0077032
                 118,            0.021203,           0.0098957,           0.0054105,             0.99232,             0.99286,             0.99387,              0.8452,            0.015009,           0.0051317,           0.0016696,           0.0076834,           0.0076834,           0.0076834
                 119,            0.020783,           0.0094801,           0.0052316,             0.99276,             0.99068,             0.99444,             0.85353,              0.0142,           0.0053525,            0.001615,           0.0076636,           0.0076636,           0.0076636
                 120,            0.021367,            0.010151,           0.0063598,             0.99129,             0.98997,             0.99473,             0.84167,            0.015419,           0.0053566,           0.0018676,           0.0076438,           0.0076438,           0.0076438
                 121,            0.020382,            0.010293,           0.0052431,             0.98481,             0.99259,             0.99463,             0.85209,            0.014523,            0.005256,           0.0016457,            0.007624,            0.007624,            0.007624
                 122,             0.02045,           0.0098176,           0.0049642,             0.99061,             0.98964,             0.99472,             0.84739,            0.014625,           0.0054159,           0.0015965,           0.0076042,           0.0076042,           0.0076042
                 123,            0.020457,            0.009583,            0.005114,              0.9936,             0.99594,             0.99489,             0.84622,            0.014867,           0.0052744,           0.0017453,           0.0075844,           0.0075844,           0.0075844
                 124,            0.020344,            0.009407,           0.0046634,              0.9929,             0.99562,             0.99491,             0.85379,            0.014452,           0.0051598,           0.0014533,           0.0075646,           0.0075646,           0.0075646
                 125,            0.020313,           0.0097766,           0.0044223,             0.99325,             0.99574,             0.99493,             0.85536,            0.014158,           0.0050156,           0.0014488,           0.0075448,           0.0075448,           0.0075448
                 126,            0.020539,           0.0096122,           0.0054425,             0.99635,             0.99575,             0.99495,             0.85571,            0.014593,           0.0051211,           0.0015194,            0.007525,            0.007525,            0.007525
                 127,             0.01968,           0.0093225,            0.005229,             0.99287,             0.99666,             0.99494,             0.85602,            0.014199,           0.0050273,           0.0014747,           0.0075052,           0.0075052,           0.0075052
                 128,            0.020528,           0.0096577,           0.0051513,             0.99581,             0.99353,             0.99484,             0.85615,            0.014383,           0.0050811,           0.0015211,           0.0074854,           0.0074854,           0.0074854
                 129,            0.019797,           0.0091807,           0.0059045,             0.99056,             0.99715,             0.99466,              0.8604,            0.013906,           0.0049922,           0.0015899,           0.0074656,           0.0074656,           0.0074656
                 130,            0.019988,           0.0095845,           0.0042033,             0.99107,             0.99087,             0.99467,             0.85818,            0.014003,           0.0050271,           0.0015576,           0.0074458,           0.0074458,           0.0074458
                 131,            0.020693,            0.009551,           0.0050505,             0.98967,             0.99352,             0.99463,             0.85714,            0.014553,           0.0050437,            0.001502,            0.007426,            0.007426,            0.007426
                 132,            0.020059,           0.0095258,           0.0045583,             0.99084,             0.99429,             0.99483,             0.86381,            0.013362,           0.0049364,           0.0014823,           0.0074062,           0.0074062,           0.0074062
                 133,            0.020021,           0.0095153,           0.0041623,              0.9943,             0.99382,             0.99493,             0.86448,            0.014021,            0.004962,           0.0015132,           0.0073864,           0.0073864,           0.0073864
                 134,            0.019823,           0.0092302,           0.0043022,             0.99442,             0.99731,             0.99495,             0.86799,            0.013441,           0.0049067,           0.0014784,           0.0073666,           0.0073666,           0.0073666
                 135,            0.019912,           0.0090239,           0.0046116,             0.99391,             0.99519,             0.99404,             0.86952,            0.013587,            0.004815,           0.0014733,           0.0073468,           0.0073468,           0.0073468
                 136,            0.019192,           0.0092188,           0.0043218,             0.99496,             0.99543,             0.99488,             0.86758,            0.013442,           0.0048077,           0.0014375,            0.007327,            0.007327,            0.007327
                 137,            0.019351,           0.0094683,           0.0046052,             0.99382,             0.99522,             0.99495,             0.87152,            0.013423,           0.0048678,           0.0014501,           0.0073072,           0.0073072,           0.0073072
                 138,            0.019413,           0.0093517,           0.0044428,             0.99427,              0.9931,             0.99487,             0.86156,            0.013734,           0.0048795,           0.0015147,           0.0072874,           0.0072874,           0.0072874
                 139,            0.018793,           0.0092167,           0.0040439,             0.99107,             0.99633,             0.99468,             0.86728,             0.01312,           0.0048025,           0.0015358,           0.0072676,           0.0072676,           0.0072676
                 140,            0.019612,           0.0093508,           0.0046436,             0.99227,             0.99318,             0.99481,             0.87019,            0.013467,           0.0048084,           0.0014746,           0.0072478,           0.0072478,           0.0072478
                 141,            0.019227,           0.0089271,           0.0041875,             0.99499,             0.99555,             0.99476,              0.8702,            0.013512,           0.0046653,           0.0014282,            0.007228,            0.007228,            0.007228
                 142,            0.019057,           0.0091142,           0.0044825,             0.99348,             0.99603,             0.99491,             0.87807,             0.01315,           0.0046621,           0.0014103,           0.0072082,           0.0072082,           0.0072082
                 143,            0.018843,            0.008838,           0.0039091,             0.99459,             0.99776,             0.99488,             0.87519,            0.013028,           0.0046955,           0.0013885,           0.0071884,           0.0071884,           0.0071884
                 144,            0.019433,           0.0091291,           0.0049156,             0.99306,             0.99588,              0.9949,             0.86875,            0.013203,           0.0048196,           0.0013707,           0.0071686,           0.0071686,           0.0071686
                 145,            0.019473,           0.0088564,           0.0045679,             0.99129,             0.99732,             0.99495,             0.86628,            0.013562,           0.0048602,           0.0014257,           0.0071488,           0.0071488,           0.0071488
                 146,            0.018968,           0.0093594,           0.0046155,              0.9946,             0.99593,             0.99488,             0.86694,            0.013618,           0.0048491,           0.0014434,            0.007129,            0.007129,            0.007129
                 147,            0.019708,           0.0096226,           0.0046626,             0.99294,             0.99518,             0.99449,             0.87796,            0.012719,           0.0047259,           0.0017818,           0.0071092,           0.0071092,           0.0071092
                 148,            0.019076,           0.0092696,           0.0046487,             0.99784,             0.99469,              0.9949,             0.87364,            0.012863,              0.0047,           0.0014365,           0.0070894,           0.0070894,           0.0070894
                 149,            0.019147,           0.0091515,           0.0044789,             0.99516,             0.99516,             0.99491,             0.87733,            0.012354,           0.0047294,           0.0013492,           0.0070696,           0.0070696,           0.0070696
                 150,            0.018433,           0.0088637,           0.0039099,             0.99259,             0.99347,              0.9947,             0.87835,            0.012461,           0.0046774,           0.0013809,           0.0070498,           0.0070498,           0.0070498
                 151,            0.019409,           0.0091804,           0.0040585,             0.99289,             0.99702,             0.99478,             0.87621,            0.012889,           0.0047192,           0.0013441,             0.00703,             0.00703,             0.00703
                 152,            0.018679,           0.0089316,           0.0043257,             0.99286,             0.99819,             0.99477,             0.88117,            0.012387,           0.0046195,           0.0012748,           0.0070102,           0.0070102,           0.0070102
                 153,            0.018913,           0.0093511,           0.0039131,             0.99177,             0.99668,             0.99479,              0.8804,            0.012491,           0.0047183,           0.0012755,           0.0069904,           0.0069904,           0.0069904
                 154,            0.018712,           0.0090918,           0.0047109,             0.99413,             0.99931,             0.99487,             0.87536,            0.012504,           0.0047292,           0.0012766,           0.0069706,           0.0069706,           0.0069706
                 155,            0.018174,           0.0088309,           0.0042047,             0.99394,             0.99677,             0.99484,             0.88501,            0.012224,           0.0046503,           0.0012311,           0.0069508,           0.0069508,           0.0069508
                 156,            0.019317,           0.0089199,           0.0044262,             0.99052,             0.99547,             0.99473,             0.87958,            0.012391,           0.0046612,           0.0014117,            0.006931,            0.006931,            0.006931
                 157,            0.018287,            0.008836,           0.0046005,             0.99621,             0.99587,             0.99466,             0.88667,            0.012357,           0.0046411,           0.0013804,           0.0069112,           0.0069112,           0.0069112
